BUILDING ADDRESS,BUILDING ID,CARBON DIOXIDE EMISSIONS (Metric Ton CO2e),COMPLIANCE STATUS,% DIFFERENCE FROM NATIONAL MEDIAN SOURCE EUI,% DIFFERENCE FROM NATIONAL MEDIAN SITE EUI,ENERGY STAR SCORE,ENERGY STAR CERTIFICATION - ELIGIBILITY,ENERGY STAR CERTIFICATION - LAST APPROVAL DATE,ENERGY STAR CERTIFICATION - YEAR(S) CERTIFIED,ENTITY RESPONSIBLE FOR BENCHMARK,GROSS BUILDING FLOOR AREA (ft²),INDOOR WATER USE (kgal),INDOOR WATER USE INTENSITY (gal/ft²),NUMBER OF BUILDINGS,OCCUPANCY,OUTDOOR WATER USE (kgal),POSTAL CODE,PROGRAM YEAR,PROPERTY TYPE,SITE ENERGY USE INTENSITY (EUI) (kBtu/ft²),Source EUI (kBtu/ft²),TOTAL WATER USE (kgal),WEATHER NORMALIZED SITE ENERGY USE INTENSITY (EUI) (kBtu/ft²),WEATHER NORMALIZED SOURCE ENERGY USE INTENSITY (EUI) (kBtu/ft²),YEAR BUILT,AIN,LADBS Building Category
4030 CRENSHAW BLVD,460267826823,51.5,COMPLIED,19.3,19.3,36.0,No,Not Available,Not Available,Los Angeles Department of Water and Power,12865.0,Not Available,Not Available,1.0,100.0,Not Available,90008,2018,Office,56.9,159.3,58.9,52.4,146.7,1957,900,"15,000 to 19,999 sqft (CITY OWNED BUILDING)"
16221 MULHOLLAND DR,414223870358,179.1,COMPLIED,26.6,26.6,Not Available,No,Not Available,Not Available,BelAir Church,87752.0,Not Available,Not Available,5.0,100.0,Not Available,90049,2018,Worship Facility,30.6,74.0,1431.0,32.2,75.6,2007,001,"50,000 to 99,999 sqft"
5919 RESEDA BLVD,399369887685,4.8,NOT COMPLIED,-94.1,-94.1,100.0,No,Not Available,Not Available,Lion Real Estate Group,26606.0,Not Available,Not Available,1.0,95.0,Not Available,91356,2018,Multifamily Housing,2.6,7.2,2619.3,2.6,7.2,1964,022,"20,000 to 49,999 sqft"
2250 E 114TH ST,491149797439,Not Available,COMPLIED,Not Available,Not Available,Not Available,No,Not Available,Not Available,"City of Los Angeles, Recreation and Parks",13080.0,Not Available,Not Available,1.0,100.0,Not Available,90059,2018,Other - Recreation,Not Available,Not Available,Not Available,Not Available,Not Available,1998,901,"7,500 to 14,999 sqft (CITY OWNED BUILDING)"
2226 S BEVERLY GLEN BLVD,434586840790,56.0,COMPLIED,-8.8,-8.8,63.0,No,Not Available,Not Available,"Vert Energy Group, Inc.",23548.0,Not Available,Not Available,1.0,100.0,Not Available,90064,2018,Multifamily Housing,40.1,67.0,741.3,Not Available,Not Available,1972,022,"20,000 to 49,999 sqft"
19901 HAMILTON AVE,474434767879,466.4,COMPLIED,35.2,35.2,26.0,No,Not Available,Not Available,IDS Real Estate Group,107020.0,Not Available,Not Available,1.0,100.0,Not Available,90502,2016,Distribution Center,57.5,180.5,2027.3,57.5,180.5,2001,034,"100,000+ sqft"
10636 WILSHIRE BLVD,430020844690,239.5,COMPLIED,55.0,55.0,2.0,No,Not Available,Not Available,"Mira Capital, LP",62156.0,Not Available,Not Available,1.0,85.0,Not Available,90024,2017,Multifamily Housing,60.1,129.8,2234.4,60.1,129.8,1989,218,"50,000 to 99,999 sqft"
14355 W ARMINTA ST,427429900324,46.8,COMPLIED,-36.6,-36.6,Not Available,No,Not Available,Not Available,ece_cola_gsd,17669.0,Not Available,Not Available,1.0,100.0,Not Available,91402,2016,Fire Station,37.9,97.9,0.2,36.9,94.1,2007,900,"15,000 to 19,999 sqft (CITY OWNED BUILDING)"
1977 CARMEN AVE,463903861715,131.6,COMPLIED,23.1,23.1,Not Available,No,Not Available,Not Available,MONASTERY OF THE ANGELS,52572.0,Not Available,Not Available,2.0,100.0,Not Available,90068,2017,Worship Facility,41.9,71.9,2333.9,44.7,74.8,1949,012,"50,000 to 99,999 sqft"
18200 S WESTERN AVE,468096773399,132.5,COMPLIED,-64.4,-64.4,Not Available,No,Not Available,Not Available,"Vert Energy Group, Inc.",56204.0,Not Available,Not Available,3.0,100.0,Not Available,90248,2017,Strip Mall,36.3,81.4,1810.3,35.9,80.1,1981,063,"50,000 to 99,999 sqft"
19036 W VANOWEN ST,395946893159,69.3,COMPLIED,36.9,36.9,Not Available,No,Not Available,Not Available,LOS ANGELES PUBLIC LIBRARY,14000.0,Not Available,Not Available,1.0,100.0,Not Available,91335,2016,Library,70.2,196.7,377.7,Not Available,Not Available,2002,906,"15,000 to 19,999 sqft (CITY OWNED BUILDING)"
16221 MULHOLLAND DR,414223870358,214.4,COMPLIED,29.8,29.8,Not Available,No,Not Available,Not Available,BelAir Church,87752.0,Not Available,Not Available,5.0,100.0,Not Available,90049,2017,Worship Facility,34.7,91.7,1213.3,36.2,93.3,2007,001,"50,000 to 99,999 sqft"
5822 SEPULVEDA BLVD,420882886968,185.2,COMPLIED,-36.1,-36.1,Not Available,No,Not Available,Not Available,Worthe Real Estate Group,50190.0,Not Available,Not Available,1.0,100.0,Not Available,91411,2018,Strip Mall,53.0,143.9,929.0,Not Available,Not Available,1955,030,"20,000 to 49,999 sqft"
3427 FLETCHER DR,489138865900,77.6,COMPLIED,-39.0,-39.0,96.0,No,Not Available,Not Available,Anza Management Corporation,53406.0,Not Available,Not Available,1.0,95.0,Not Available,90065,2018,Multifamily Housing,20.6,57.7,3783.6,20.6,57.7,1985,044,"50,000 to 99,999 sqft"
2045 E WASHINGTON BLVD,490236829683,,NOT COMPLIED,,,,,,,,,,,,,,90021,2018,,,,,,,,046,"20,000 to 49,999 sqft"
22020 CLARENDON ST,378106884597,,NOT COMPLIED,,,,,,,,,,,,,,91367,2018,,,,,,,,091,"20,000 to 49,999 sqft"
711 N BROADWAY,489191844587,,NOT COMPLIED,,,,,,,,,,,,,,90012,2017,,,,,,,,016,"50,000 to 99,999 sqft"
238 S SERRANO AVE,468845847978,,NOT COMPLIED,,,,,,,,,,,,,,90004,2018,,,,,,,,026,"20,000 to 49,999 sqft"
7000 HOLLYWOOD BLVD,458186859335,1764.2,COMPLIED,7.8,7.8,41.0,No,Not Available,Not Available,Hollywood Roosevelt Hotel,268375.0,Not Available,Not Available,3.0,90.0,Not Available,90028,2017,Hotel,100.8,218.1,13484.5,Not Available,Not Available,1927,008,"100,000+ sqft"
13000 PIERCE ST,436036918942,,NOT COMPLIED,,,,,,,,,,,,,,91331,2017,,,,,,,,013,"50,000 to 99,999 sqft"
7640 HASKELL AVE,418326898953,33.4,COMPLIED,Not Available,Not Available,Not Available,No,Not Available,Not Available,"SRK Properties, Inc.",20975.0,Not Available,Not Available,1.0,100.0,Not Available,91406,2018,Manufacturing/Industrial Plant,27.0,44.5,293.4,26.7,43.0,1990,029,"20,000 to 49,999 sqft"
11801 MISSISSIPPI AVE,424915835193,0.0,COMPLIED,Not Available,Not Available,Not Available,No,Not Available,Not Available,legend real estate management,26878.0,Not Available,Not Available,1.0,100.0,Not Available,90025,2018,Office,Not Available,Not Available,Not Available,Not Available,Not Available,1954,020,"20,000 to 49,999 sqft"
2829 N SAN FERNANDO RD,T00000000258,,NOT COMPLIED,,,,,,,,,,,,,,90065,2018,,,,,,,,036,"20,000 to 49,999 sqft"
13571 W VAUGHN ST,431816923542,38.1,COMPLIED,-94.5,-94.5,100.0,No,Not Available,Not Available,"Accord/PAC Members, LLC",350410.0,461.3,1.32,1.0,100.0,Not Available,91340,2016,Distribution Center,1.4,4.5,461.3,1.4,4.5,2007,BRK,"100,000+ sqft"
2975 WILSHIRE BLVD,474833845147,,NOT COMPLIED,,,,,,,,,,,,,,90010,2018,,,,,,,,020,"100,000+ sqft"
16450 FOOTHILL BLVD,414160938587,63.1,COMPLIED,-64.8,-64.8,95.0,No,Not Available,Not Available,Paragon California,100362.0,Not Available,Not Available,1.0,100.0,Not Available,91342,2016,Non-Refrigerated Warehouse,8.6,24.9,1.2,8.6,24.9,2001,036,"100,000+ sqft"
21600 OXNARD ST,380106887811,1458.0,COMPLIED,-38.4,-38.4,85.0,No,06/08/2018,"2018, 2017, 2010",650186,390960.0,Not Available,Not Available,1.0,85.0,Not Available,91367,2018,Office,55.3,138.2,7133.1,55.1,135.6,1980,043,"100,000+ sqft"
7722 DENSMORE AVE,417548899526,,NOT COMPLIED,,,,,,,,,,,,,,91406,2018,,,,,,,,030,"20,000 to 49,999 sqft"
19869 RINALDI ST,390077923871,,NOT COMPLIED,,,,,,,,,,,,,,91326,2018,,,,,,,,034,"20,000 to 49,999 sqft"
20426 SATICOY ST,386806898425,,NOT COMPLIED,,,,,,,,,,,,,,91306,2018,,,,,,,,010,"20,000 to 49,999 sqft"
5370 ALHAMBRA AVE,510613850219,,NOT COMPLIED,,,,,,,,,,,,,,90032,2018,,,,,,,,009,"20,000 to 49,999 sqft"
3655 S GRAND AVE,477328828791,,NOT COMPLIED,,,,,,,,,,,,,,90007,2018,,,,,,,,028,"20,000 to 49,999 sqft"
4500 YORK BLVD,495746867349,,NOT COMPLIED,,,,,,,,,,,,,,90041,2017,,,,,,,,023,"50,000 to 99,999 sqft"
330 S ORANGE GROVE AVE,453907847712,204.4,COMPLIED,20.4,20.4,22.0,No,Not Available,Not Available,AUM,45795.0,Not Available,Not Available,1.0,95.0,Not Available,90036,2017,Multifamily Housing,79.3,106.4,2920.4,84.6,112.0,1951,007,"50,000 to 99,999 sqft"
938 S LAKE ST,476745841680,205.8,COMPLIED,31.7,31.7,13.0,No,Not Available,Not Available,"Vert Energy Group, Inc.",62984.0,Not Available,Not Available,1.0,100.0,Not Available,90006,2018,Multifamily Housing,53.3,100.0,4212.3,53.3,100.0,1930,016,"50,000 to 99,999 sqft"
701 E 3RD ST,489636839140,238.6,COMPLIED,-0.9,-0.9,50.0,No,Not Available,Not Available,"Vert Energy Group, Inc.",51280.0,Not Available,Not Available,1.0,90.0,Not Available,90013,2018,Office,72.4,157.4,920.6,Not Available,Not Available,1924,902,"50,000 to 99,999 sqft (CITY OWNED BUILDINGS)"
8949 LANGDON AVE,419620907591,106.1,COMPLIED,-17.4,-17.4,76.0,No,Not Available,Not Available,Unknown,37100.0,Not Available,Not Available,1.0,100.0,Not Available,91343,2018,Multifamily Housing,48.8,78.2,1969.6,50.1,79.6,1962,044,"20,000 to 49,999 sqft"
5637 HAZELTINE AVE,428522885684,Not Available,COMPLIED,Not Available,Not Available,Not Available,No,Not Available,Not Available,"MBIA, INC.",32388.0,Not Available,Not Available,3.0,95.0,Not Available,91401,2018,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,1986,047,"20,000 to 49,999 sqft"
21314 LASSEN ST,381638913562,305.7,COMPLIED,Not Available,Not Available,Not Available,No,Not Available,Not Available,"Selective 6041 Variel, LLC C/o Selective Real Estate Investments",121146.0,927.9,7.66,1.0,100.0,3.2,91311,2016,Manufacturing/Industrial Plant,36.3,92.9,931.2,38.9,95.6,1973,007,"100,000+ sqft"
5823 SANTA MONICA BLVD,465807855624,34.1,COMPLIED,-42.7,-42.7,Not Available,No,Not Available,Not Available,Extra Space Storage,50910.0,633.0,12.43,1.0,100.0,Not Available,90038,2017,Self-Storage Facility,9.0,27.3,633.0,9.0,27.3,2009,022,"50,000 to 99,999 sqft"
325 W 8TH ST,484325838613,400.8,COMPLIED,27.7,27.7,16.0,No,Not Available,Not Available,"Vert Energy Group, Inc.",146664.0,Not Available,Not Available,1.0,100.0,Not Available,90014,2017,Multifamily Housing,42.1,94.3,3093.9,42.1,94.3,1928,BRK,"100,000+ sqft"
2516 W AVENUE 33,490481862576,,NOT COMPLIED,,,,,,,,,,,,,,90065,2018,,,,,,,,033,"20,000 to 49,999 sqft"
7075 LANEWOOD AVE,457564858821,48.1,COMPLIED,-28.8,-28.8,89.0,No,Not Available,Not Available,"Vert Energy Group, Inc.",23450.0,Not Available,Not Available,1.0,100.0,Not Available,90028,2018,Multifamily Housing,35.5,54.1,1485.6,Not Available,Not Available,1971,034,"20,000 to 49,999 sqft"
14526 NORDHOFF ST,426047908014,506.5,COMPLIED,0.6,0.6,Not Available,No,Not Available,Not Available,"Vert Energy Group, Inc.",78000.0,Not Available,Not Available,1.0,100.0,Not Available,91402,2017,Strip Mall,93.4,239.1,210.2,Not Available,Not Available,2004,024,"50,000 to 99,999 sqft"
8810 TAMPA AVE,395327906834,1341.4,COMPLIED,-34.9,-34.9,84.0,No,Not Available,Not Available,Costco Wholesale,153627.0,7449.8,48.49,1.0,100.0,Not Available,91324,2018,Supermarket/Grocery Store,130.4,319.4,7449.8,128.2,312.9,1989,069,"100,000+ sqft"
514 N PIER A ST,480729736345,,NOT COMPLIED,,,,,,,,,,,,,,90744,2018,,,,,,,,904,"7,500 to 14,999 sqft (CITY OWNED BUILDING)"
612 S FLOWER ST,483670840509,1174.0,COMPLIED,-6.2,-6.2,60.0,No,Not Available,Not Available,equity residential,495834.0,Not Available,Not Available,1.0,95.0,Not Available,90017,2017,Multifamily Housing,36.8,80.7,11215.5,37.5,81.5,1949,124,"100,000+ sqft"
21834 ROSCOE BLVD,378980902803,101.0,COMPLIED,-10.8,-10.8,66.0,No,Not Available,Not Available,Unknown,36873.0,Not Available,Not Available,1.0,100.0,Not Available,91304,2018,Multifamily Housing,46.5,75.8,1957.5,48.1,77.4,1964,050,"20,000 to 49,999 sqft"
940 S ELDEN AVE,112217100444,,NOT COMPLIED,,,,,,,,,,,,,,90006,2017,,,,,,,,BRK,"50,000 to 99,999 sqft"
20660 BAHAMA ST,385228907144,,NOT COMPLIED,,,,,,,,,,,,,,91311,2018,,,,,,,,034,"20,000 to 49,999 sqft"
7720 WOODMAN AVE,431467899258,,NOT COMPLIED,,,,,,,,,,,,,,91402,2018,,,,,,,,030,"20,000 to 49,999 sqft"
6717 WILKINSON AVE,439362892797,,NOT COMPLIED,,,,,,,,,,,,,,91606,2018,,,,,,,,022,"20,000 to 49,999 sqft"
3430 S SEPULVEDA BLVD,433644830167,101.2,COMPLIED,-35.0,-35.0,98.0,Yes,Not Available,Not Available,Francis Property Management,58146.0,Not Available,Not Available,1.0,95.0,Not Available,90034,2017,Multifamily Housing,22.9,72.0,1677.1,22.9,72.0,1964,032,"50,000 to 99,999 sqft"
4060 STEVELY AVE,454617827310,,NOT COMPLIED,,,,,,,,,,,,,,90008,2018,,,,,,,,029,"20,000 to 49,999 sqft"
6250 W HOLLYWOOD BLVD,463041859298,2554.9,COMPLIED,95.9,95.9,2.0,No,Not Available,Not Available,Host Hotels and Resorts,291271.0,17131.0,58.81,1.0,100.0,Not Available,90028,2016,Hotel,125.6,325.0,17131.0,125.6,324.6,2016,BRK,"100,000+ sqft"
551 S BROADWAY,485341839608,,NOT COMPLIED,,,,,,,,,,,,,,90013,2018,,,,,,,,012,"20,000 to 49,999 sqft"
9750 DE SOTO AVE,384035913093,268.7,COMPLIED,42.3,42.3,Not Available,No,Not Available,Not Available,Strategic Partners.net,276100.0,Not Available,Not Available,2.0,60.0,Not Available,91311,2018,Mixed Use Property,45.4,127.1,2755.2,43.8,122.5,1964,027,"100,000+ sqft"
5340 S ALLA RD,432814814517,208.0,COMPLIED,-68.0,-68.0,99.0,No,Not Available,Not Available,LaSalle Investment Management,131942.0,Not Available,Not Available,1.0,85.0,1086.0,90066,2016,Office,20.8,65.3,1086.0,Not Available,Not Available,1973,033,"100,000+ sqft"
16721 VENTURA BLVD,411117880530,167.5,NOT COMPLIED,-59.2,-59.2,Not Available,No,Not Available,Not Available,First Motor Group of Encino LLC,125000.0,Not Available,Not Available,1.0,100.0,Not Available,91436,2018,Automobile Dealership,19.6,50.7,576.6,19.6,50.7,2012,036,"100,000+ sqft"
1125 S BOYLE AVE,352086,,NOT COMPLIED,,,,,,,,,,,,,,90023,2017,,,,,,,,BRK,"50,000 to 99,999 sqft"
21515 VANOWEN ST,380374893538,154.9,NOT COMPLIED,-34.2,-34.2,82.0,No,Not Available,Not Available,"Tower at Sherman Oaks, LLC",52847.0,Not Available,Not Available,1.0,95.0,Not Available,91303,2018,Office,41.6,116.5,6.3,40.4,113.0,1983,094,"50,000 to 99,999 sqft"
369 COLUMBIA AVE,481227843559,210.7,COMPLIED,-41.6,-41.6,100.0,No,Not Available,Not Available,G.P. Metcal Funding Group,82440.0,Not Available,Not Available,1.0,100.0,Not Available,90017,2017,Multifamily Housing,39.1,85.1,4272.1,39.6,85.6,1987,026,"100,000+ sqft"
3660 WILSHIRE BLVD,469287844775,679.8,COMPLIED,-54.2,-54.2,95.0,No,Not Available,Not Available,"Wilshire Park Place 3660, LLC",266395.0,3470.1,13.03,1.0,65.0,Not Available,90010,2016,Office,33.9,104.5,3470.1,33.9,104.3,1972,020,"100,000+ sqft"
2440 CRYSTAL ST,484153861622,281.1,COMPLIED,Not Available,Not Available,Not Available,No,Not Available,Not Available,"Vert Energy Group, Inc.",60423.0,Not Available,Not Available,1.0,100.0,Not Available,90039,2018,Manufacturing/Industrial Plant,72.4,157.4,1084.8,Not Available,Not Available,1971,011,"20,000 to 49,999 sqft"
5300 W 83RD ST,448727809221,,NOT COMPLIED,,,,,,,,,,,,,,90045,2018,,,,,,,,020,"20,000 to 49,999 sqft"
3995 EAST BLVD,433448823973,83.2,COMPLIED,-34.7,-34.7,94.0,No,Not Available,Not Available,"Vert Energy Group, Inc.",58040.0,Not Available,Not Available,1.0,100.0,Not Available,90066,2018,Multifamily Housing,22.5,47.7,1967.4,23.2,48.4,1971,007,"50,000 to 99,999 sqft"
14602 VINCENNES ST,425341909908,220.8,COMPLIED,-42.4,-42.4,100.0,No,Not Available,Not Available,Anza Management Corporation,138584.0,Not Available,Not Available,1.0,95.0,Not Available,91402,2016,Multifamily Housing,21.0,66.0,9423.2,21.0,66.0,1988,027,"100,000+ sqft"
3921 HILLCREST DR,457127828259,,NOT COMPLIED,,,,,,,,,,,,,,90008,2018,,,,,,,,024,"20,000 to 49,999 sqft"
900 S FIGUEROA ST,482067839164,1329.8,COMPLIED,31.8,31.8,7.0,No,Not Available,Not Available,"Conservice, LLC",346207.0,Not Available,Not Available,4.0,85.0,Not Available,90015,2017,Multifamily Housing,54.2,145.6,8539.8,54.9,146.3,2007,DWN,"100,000+ sqft"
